# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
cam_02733, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.43, 600, 800, -0.175888
cam_00816, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.79, 600, 800, -0.0773284
cam_04995, , camera, SIMPLE_RADIAL, 1600, 1200, 1482.22, 800, 600, 0.0331813
cam_01786, , camera, SIMPLE_RADIAL, 1063, 1600, 1378.78, 531.5, 800, -0.0979872
cam_02704, , camera, SIMPLE_RADIAL, 1200, 1600, 1812.65, 600, 800, -0.184667
cam_01493, , camera, SIMPLE_RADIAL, 1067, 1600, 1350.09, 533.5, 800, -0.0952288
cam_04702, , camera, SIMPLE_RADIAL, 768, 1024, 974.685, 384, 512, 0.0395589
cam_01236, , camera, SIMPLE_RADIAL, 1067, 1600, 1627.49, 533.5, 800, -0.0975584
cam_04445, , camera, SIMPLE_RADIAL, 1600, 1067, 1870.76, 800, 533.5, -0.067978
cam_04716, , camera, SIMPLE_RADIAL, 1024, 768, 983.476, 512, 384, 0.107195
cam_05042, , camera, SIMPLE_RADIAL, 1600, 1200, 1464.95, 800, 600, -0.0260134
cam_01833, , camera, SIMPLE_RADIAL, 1063, 1600, 1372.39, 531.5, 800, -0.0708305
cam_03574, , camera, SIMPLE_RADIAL, 1600, 1200, 1569.15, 800, 600, -0.0831447
cam_02941, , camera, SIMPLE_RADIAL, 1600, 1200, 1825.53, 800, 600, -0.167205
cam_00943, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.07, 800, 600, -0.072273
cam_02684, , camera, SIMPLE_RADIAL, 1200, 1600, 1816.82, 600, 800, -0.188888
cam_02929, , camera, SIMPLE_RADIAL, 1200, 1600, 1759.21, 600, 800, -0.173147
cam_01461, , camera, SIMPLE_RADIAL, 1067, 1600, 1327.14, 533.5, 800, -0.0875245
cam_04670, , camera, SIMPLE_RADIAL, 1024, 768, 961.876, 512, 384, 0.0653316
cam_00931, , camera, SIMPLE_RADIAL, 1600, 1200, 1565.5, 800, 600, -0.0683026
cam_04397, , camera, SIMPLE_RADIAL, 1600, 1067, 1858.29, 800, 533.5, -0.0767467
cam_01188, , camera, SIMPLE_RADIAL, 1200, 1600, 1539.37, 600, 800, -0.0655895
cam_04927, , camera, SIMPLE_RADIAL, 1600, 1200, 1447.67, 800, 600, -0.0522319
cam_04948, , camera, SIMPLE_RADIAL, 1200, 1600, 1460.11, 600, 800, -0.0608916
cam_02950, , camera, SIMPLE_RADIAL, 1200, 1600, 1811.01, 600, 800, -0.177196
cam_02966, , camera, SIMPLE_RADIAL, 1200, 1600, 1810.68, 600, 800, -0.182541
cam_01498, , camera, SIMPLE_RADIAL, 1067, 1600, 1369.98, 533.5, 800, -0.103976
cam_04707, , camera, SIMPLE_RADIAL, 768, 1024, 957.006, 384, 512, 0.130011
cam_01755, , camera, SIMPLE_RADIAL, 1600, 1067, 1310.72, 800, 533.5, -0.0571008
cam_04964, , camera, SIMPLE_RADIAL, 1600, 1200, 1475.37, 800, 600, -0.0319146
cam_03507, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.06, 600, 800, -0.077721
cam_02699, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.6, 600, 800, -0.186878
cam_02442, , camera, SIMPLE_RADIAL, 1600, 1067, 1329.4, 800, 533.5, -0.102806
cam_05085, , camera, SIMPLE_RADIAL, 1600, 1200, 1508.6, 800, 600, -0.0430012
cam_01876, , camera, SIMPLE_RADIAL, 1600, 1067, 1373.45, 800, 533.5, -0.0875155
cam_03446, , camera, SIMPLE_RADIAL, 1600, 1063, 1250.74, 800, 531.5, -0.095891
cam_04914, , camera, SIMPLE_RADIAL, 1200, 1600, 1424.11, 600, 800, -0.0437272
cam_01705, , camera, SIMPLE_RADIAL, 1067, 1600, 1314.88, 533.5, 800, -0.0809533
cam_02932, , camera, SIMPLE_RADIAL, 1200, 1600, 1806.81, 600, 800, -0.183869
cam_00934, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.58, 800, 600, -0.0838652
cam_00683, , camera, SIMPLE_RADIAL, 1600, 1200, 1549.76, 800, 600, -0.0616671
cam_02717, , camera, SIMPLE_RADIAL, 1200, 1600, 1797.7, 600, 800, -0.171008
cam_04715, , camera, SIMPLE_RADIAL, 1024, 768, 975.085, 512, 384, 0.0412782
cam_01249, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.27, 800, 600, -0.0738103
cam_04458, , camera, SIMPLE_RADIAL, 1063, 1600, 1240.93, 531.5, 800, -0.119139
cam_02702, , camera, SIMPLE_RADIAL, 1067, 1600, 3132.69, 533.5, 800, 0.0386185
cam_01491, , camera, SIMPLE_RADIAL, 1067, 1600, 1862.21, 533.5, 800, -0.0755564
cam_04700, , camera, SIMPLE_RADIAL, 1024, 768, 958.712, 512, 384, 0.0644038
cam_01234, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.37, 600, 800, -0.0867741
cam_04443, , camera, SIMPLE_RADIAL, 1600, 1067, 1841.29, 800, 533.5, -0.0761309
cam_02445, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.03, 800, 533.5, -0.10579
cam_01239, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.41, 600, 800, -0.0799382
cam_04448, , camera, SIMPLE_RADIAL, 1600, 1067, 1866.05, 800, 533.5, -0.0637367
cam_02450, , camera, SIMPLE_RADIAL, 1600, 1067, 1321.52, 800, 533.5, -0.0976435
cam_02922, , camera, SIMPLE_RADIAL, 1600, 1200, 1819.31, 800, 600, -0.173702
cam_01454, , camera, SIMPLE_RADIAL, 1067, 1600, 1449.31, 533.5, 800, -0.103522
cam_04663, , camera, SIMPLE_RADIAL, 1024, 768, 962.072, 512, 384, 0.0539707
cam_00924, , camera, SIMPLE_RADIAL, 1067, 1600, 3827.04, 533.5, 800, 0.0889632
cam_01019, , camera, SIMPLE_RADIAL, 1200, 1600, 1559.66, 600, 800, -0.0853149
cam_04758, , camera, SIMPLE_RADIAL, 1024, 768, 984.498, 512, 384, 0.0425641
cam_04485, , camera, SIMPLE_RADIAL, 1024, 768, 995.1, 512, 384, 0.0470905
cam_01276, , camera, SIMPLE_RADIAL, 1200, 1600, 1545.46, 600, 800, -0.0618017
cam_04511, , camera, SIMPLE_RADIAL, 1024, 768, 990.729, 512, 384, 0.054985
cam_00772, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.27, 800, 600, -0.0735353
cam_02513, , camera, SIMPLE_RADIAL, 1600, 1067, 1657.05, 800, 533.5, -0.0860513
cam_03563, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.43, 800, 600, -0.0680281
cam_02441, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.78, 800, 533.5, -0.0970109
cam_01230, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.37, 600, 800, -0.0739861
cam_04439, , camera, SIMPLE_RADIAL, 1600, 1067, 1858.01, 800, 533.5, -0.0738074
cam_02698, , camera, SIMPLE_RADIAL, 1200, 1600, 1822, 600, 800, -0.17515
cam_02927, , camera, SIMPLE_RADIAL, 1200, 1600, 1799.64, 600, 800, -0.184281
cam_01459, , camera, SIMPLE_RADIAL, 1067, 1600, 1311.38, 533.5, 800, -0.0856913
cam_04668, , camera, SIMPLE_RADIAL, 1024, 768, 978.861, 512, 384, 0.0335492
cam_00929, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.83, 800, 600, -0.0743718
cam_04395, , camera, SIMPLE_RADIAL, 1067, 1600, 1095.42, 533.5, 800, -0.0878192
cam_01186, , camera, SIMPLE_RADIAL, 1200, 1600, 1538.8, 600, 800, -0.087697
cam_04925, , camera, SIMPLE_RADIAL, 1200, 1600, 1437.64, 600, 800, -0.00503156
cam_01024, , camera, SIMPLE_RADIAL, 1067, 1600, 2595.87, 533.5, 800, -0.00982649
cam_04763, , camera, SIMPLE_RADIAL, 1024, 768, 989.744, 512, 384, 0.0901237
cam_04490, , camera, SIMPLE_RADIAL, 1024, 768, 985.201, 512, 384, 0.0432716
cam_01281, , camera, SIMPLE_RADIAL, 1600, 1200, 1703.17, 800, 600, 0.0285434
cam_00652, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.9, 800, 533.5, -0.0742976
cam_03568, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.71, 800, 600, -0.0696273
cam_03573, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.64, 800, 600, -0.0712545
cam_00690, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.5, 800, 533.5, -0.0778458
cam_02431, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.95, 800, 533.5, -0.106412
cam_00957, , camera, SIMPLE_RADIAL, 1067, 1600, 3830.22, 533.5, 800, 0.0847014
cam_01487, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.66, 800, 533.5, -0.0700703
cam_04696, , camera, SIMPLE_RADIAL, 1024, 768, 979.637, 512, 384, 0.0593395
cam_01034, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.59, 600, 800, -0.076927
cam_01564, , camera, SIMPLE_RADIAL, 1067, 1600, 1334.76, 533.5, 800, -0.0927994
cam_04773, , camera, SIMPLE_RADIAL, 1024, 768, 958.482, 512, 384, 0.0744955
cam_01821, , camera, SIMPLE_RADIAL, 1063, 1600, 1370.85, 531.5, 800, -0.0739208
cam_05030, , camera, SIMPLE_RADIAL, 1200, 1600, 1471.85, 600, 800, 0.0032758
cam_04713, , camera, SIMPLE_RADIAL, 768, 1024, 974.438, 384, 512, 0.037963
cam_04440, , camera, SIMPLE_RADIAL, 1067, 1600, 1092.07, 533.5, 800, -0.0887993
cam_01231, , camera, SIMPLE_RADIAL, 1200, 1600, 1543.47, 600, 800, -0.072622
cam_04970, , camera, SIMPLE_RADIAL, 1600, 1200, 1465.5, 800, 600, -0.0379773
cam_04915, , camera, SIMPLE_RADIAL, 1200, 1600, 1402.11, 600, 800, -0.0828265
cam_01706, , camera, SIMPLE_RADIAL, 1067, 1600, 1314.77, 533.5, 800, -0.0904591
cam_02933, , camera, SIMPLE_RADIAL, 1200, 1600, 1806.54, 600, 800, -0.189158
cam_04674, , camera, SIMPLE_RADIAL, 1024, 768, 963.423, 512, 384, 0.0664752
cam_00935, , camera, SIMPLE_RADIAL, 1067, 1600, 2543.58, 533.5, 800, -0.00821833
cam_01030, , camera, SIMPLE_RADIAL, 1600, 1200, 1550.68, 800, 600, -0.0705999
cam_04769, , camera, SIMPLE_RADIAL, 1024, 768, 988.433, 512, 384, 0.0411623
cam_04496, , camera, SIMPLE_RADIAL, 1024, 768, 994.235, 512, 384, 0.0632223
cam_01287, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.98, 800, 600, -0.076857
cam_01244, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.1, 600, 800, -0.0868172
cam_04453, , camera, SIMPLE_RADIAL, 1067, 1600, 1097.56, 533.5, 800, -0.0799519
cam_02918, , camera, SIMPLE_RADIAL, 1600, 1200, 1817.58, 800, 600, -0.176546
cam_01450, , camera, SIMPLE_RADIAL, 1600, 1067, 1415.62, 800, 533.5, -0.0532914
cam_04659, , camera, SIMPLE_RADIAL, 1024, 768, 971.8, 512, 384, 0.0546881
cam_00920, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.51, 800, 600, -0.0739733
cam_04481, , camera, SIMPLE_RADIAL, 1024, 768, 999.887, 512, 384, 0.0538526
cam_01272, , camera, SIMPLE_RADIAL, 1200, 1600, 1562.65, 600, 800, -0.0761698
cam_00952, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.87, 600, 800, -0.0753299
cam_02973, , camera, SIMPLE_RADIAL, 1200, 1600, 1816.4, 600, 800, -0.192472
cam_01505, , camera, SIMPLE_RADIAL, 1067, 1600, 2529.56, 533.5, 800, -0.471446
cam_04714, , camera, SIMPLE_RADIAL, 1024, 768, 1100.58, 512, 384, 0.0552559
cam_04441, , camera, SIMPLE_RADIAL, 1600, 1067, 1858.15, 800, 533.5, -0.0707599
cam_01232, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.68, 600, 800, -0.0794547
cam_04971, , camera, SIMPLE_RADIAL, 1600, 1200, 1493.73, 800, 600, -0.0412799
cam_03564, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.24, 800, 600, -0.0643964
cam_02697, , camera, SIMPLE_RADIAL, 1200, 1600, 1828.57, 600, 800, -0.17896
cam_04695, , camera, SIMPLE_RADIAL, 768, 1024, 995.946, 384, 512, 0.257776
cam_03567, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.64, 600, 800, -0.0707313
cam_03472, , camera, SIMPLE_RADIAL, 1200, 1600, 1545.32, 600, 800, -0.0724477
cam_04940, , camera, SIMPLE_RADIAL, 1600, 1200, 1466.21, 800, 600, -0.0292124
cam_01731, , camera, SIMPLE_RADIAL, 1067, 1600, 1341.68, 533.5, 800, -0.100955
cam_05213, , camera, SIMPLE_RADIAL, 1600, 1200, 1456.3, 800, 600, -0.058546
cam_04683, , camera, SIMPLE_RADIAL, 768, 1024, 772.864, 384, 512, 0.342645
cam_01474, , camera, SIMPLE_RADIAL, 1600, 1067, 1339.22, 800, 533.5, -0.0614666
cam_02694, , camera, SIMPLE_RADIAL, 1200, 1600, 1819.33, 600, 800, -0.185864
cam_00953, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.76, 800, 600, -0.070644
cam_04692, , camera, SIMPLE_RADIAL, 1024, 768, 1010.33, 512, 384, 0.00407839
cam_01226, , camera, SIMPLE_RADIAL, 1200, 1600, 1546.37, 600, 800, -0.0737539
cam_04435, , camera, SIMPLE_RADIAL, 1067, 1600, 1098.77, 533.5, 800, -0.0851388
cam_02437, , camera, SIMPLE_RADIAL, 1600, 1067, 1330.06, 800, 533.5, -0.12176
cam_04393, , camera, SIMPLE_RADIAL, 1067, 1600, 1090.16, 533.5, 800, -0.0861936
cam_01911, , camera, SIMPLE_RADIAL, 1600, 1067, 1455.58, 800, 533.5, -0.0363339
cam_04673, , camera, SIMPLE_RADIAL, 768, 1024, 971.578, 384, 512, 0.0694613
cam_01464, , camera, SIMPLE_RADIAL, 1067, 1600, 1325.67, 533.5, 800, -0.103022
cam_05203, , camera, SIMPLE_RADIAL, 1200, 1600, 1483.69, 600, 800, -0.0286973
cam_04930, , camera, SIMPLE_RADIAL, 1600, 1200, 1465.92, 800, 600, -0.00448608
cam_01721, , camera, SIMPLE_RADIAL, 1067, 1600, 1335.46, 533.5, 800, -0.0939319
cam_00307, , camera, SIMPLE_RADIAL, 1200, 1600, 1529.35, 600, 800, -0.0717928
cam_03516, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.2, 800, 600, -0.0743061
cam_03519, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.62, 800, 600, -0.0748035
cam_00310, , camera, SIMPLE_RADIAL, 1600, 1067, 1118.79, 800, 533.5, -0.0854524
cam_04425, , camera, SIMPLE_RADIAL, 1063, 1600, 1214.4, 531.5, 800, -0.11069
cam_00686, , camera, SIMPLE_RADIAL, 1600, 1067, 1133.45, 800, 533.5, -0.0817039
cam_04947, , camera, SIMPLE_RADIAL, 1600, 1200, 1456.32, 800, 600, -0.0465271
cam_04427, , camera, SIMPLE_RADIAL, 1067, 1600, 1096.78, 533.5, 800, -0.0805064
cam_01218, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.57, 800, 600, -0.0752169
cam_01748, , camera, SIMPLE_RADIAL, 1067, 1600, 1338.39, 533.5, 800, -0.090196
cam_04957, , camera, SIMPLE_RADIAL, 1600, 1200, 1463.31, 800, 600, -0.0393216
cam_03572, , camera, SIMPLE_RADIAL, 1600, 1200, 1570.16, 800, 600, -0.084558
cam_02939, , camera, SIMPLE_RADIAL, 1600, 1200, 1818.88, 800, 600, -0.172351
cam_04937, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.55, 800, 600, -0.0462862
cam_00941, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.75, 800, 600, -0.0748466
cam_03570, , camera, SIMPLE_RADIAL, 1600, 1200, 1567.97, 800, 600, -0.0838912
cam_04388, , camera, SIMPLE_RADIAL, 1067, 1600, 1095.07, 533.5, 800, -0.081671
cam_00649, , camera, SIMPLE_RADIAL, 1200, 1600, 1561.31, 600, 800, -0.0774633
cam_03565, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.29, 800, 600, -0.0663028
cam_04980, , camera, SIMPLE_RADIAL, 1600, 1200, 1462.1, 800, 600, -0.0136996
cam_01771, , camera, SIMPLE_RADIAL, 1063, 1600, 1376.13, 531.5, 800, -0.108554
cam_03512, , camera, SIMPLE_RADIAL, 1600, 1200, 1565.29, 800, 600, -0.0712169
cam_01248, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.57, 800, 600, -0.069293
cam_04457, , camera, SIMPLE_RADIAL, 1067, 1600, 1098.69, 533.5, 800, -0.0813929
cam_00955, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.49, 800, 600, -0.0704483
cam_04164, , camera, SIMPLE_RADIAL, 1600, 1067, 1098.22, 800, 533.5, -0.0699437
cam_00425, , camera, SIMPLE_RADIAL, 1200, 1600, 1563.39, 600, 800, -0.0603408
cam_02169, , camera, SIMPLE_RADIAL, 1600, 1067, 1297.33, 800, 533.5, -0.104152
cam_00428, , camera, SIMPLE_RADIAL, 1600, 1067, 1109.87, 800, 533.5, -0.0753197
cam_00958, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.94, 800, 600, -0.0729479
cam_04167, , camera, SIMPLE_RADIAL, 1600, 1067, 1087.53, 800, 533.5, -0.0727837
cam_02426, , camera, SIMPLE_RADIAL, 1600, 1067, 1342.63, 800, 533.5, -0.0853499
cam_02171, , camera, SIMPLE_RADIAL, 1600, 1067, 1304.02, 800, 533.5, -0.0969653
cam_00430, , camera, SIMPLE_RADIAL, 1600, 1067, 1104, 800, 533.5, -0.0793416
cam_02428, , camera, SIMPLE_RADIAL, 1600, 1067, 1337, 800, 533.5, -0.0979128
cam_02172, , camera, SIMPLE_RADIAL, 1600, 1067, 1316.58, 800, 533.5, -0.108411
cam_00961, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.42, 800, 600, -0.0763969
cam_04170, , camera, SIMPLE_RADIAL, 1063, 1600, 1238.61, 531.5, 800, -0.107132
cam_00431, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.86, 800, 600, -0.0812187
cam_02173, , camera, SIMPLE_RADIAL, 1600, 1067, 1301.73, 800, 533.5, -0.0898273
cam_00432, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.82, 800, 533.5, -0.0769629
cam_00962, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.32, 800, 600, -0.0722977
cam_04171, , camera, SIMPLE_RADIAL, 1600, 1067, 1090.61, 800, 533.5, -0.0822583
cam_02430, , camera, SIMPLE_RADIAL, 1600, 1067, 1340.27, 800, 533.5, -0.0974299
cam_02174, , camera, SIMPLE_RADIAL, 1600, 1067, 1318.76, 800, 533.5, -0.0951379
cam_00963, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.3, 800, 600, -0.0723004
cam_04172, , camera, SIMPLE_RADIAL, 1600, 1067, 1086.79, 800, 533.5, -0.0753525
cam_00433, , camera, SIMPLE_RADIAL, 1600, 1200, 1567.43, 800, 600, -0.0776716
cam_02175, , camera, SIMPLE_RADIAL, 1600, 1067, 1311.85, 800, 533.5, -0.0931248
cam_00434, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.66, 800, 533.5, -0.0753128
cam_02432, , camera, SIMPLE_RADIAL, 1600, 1067, 1331.26, 800, 533.5, -0.0918768
cam_02176, , camera, SIMPLE_RADIAL, 1600, 1067, 1325.38, 800, 533.5, -0.0998264
cam_00435, , camera, SIMPLE_RADIAL, 1600, 1063, 1248.08, 800, 531.5, -0.112099
cam_02433, , camera, SIMPLE_RADIAL, 1600, 1067, 1340.55, 800, 533.5, -0.0997705
cam_02177, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.6, 800, 533.5, -0.0892216
cam_00966, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.62, 800, 600, -0.0691629
cam_04175, , camera, SIMPLE_RADIAL, 1600, 1067, 1088.66, 800, 533.5, -0.0766774
cam_00436, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.93, 800, 600, -0.0783138
cam_02180, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.52, 800, 533.5, -0.104688
cam_02181, , camera, SIMPLE_RADIAL, 1600, 1067, 1331.48, 800, 533.5, -0.100281
cam_02182, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.71, 800, 533.5, -0.0991657
cam_02183, , camera, SIMPLE_RADIAL, 1600, 1067, 1293.25, 800, 533.5, -0.114641
cam_02184, , camera, SIMPLE_RADIAL, 1600, 1067, 1329.27, 800, 533.5, -0.0814154
cam_02185, , camera, SIMPLE_RADIAL, 1600, 1067, 1330.01, 800, 533.5, -0.105525
cam_02186, , camera, SIMPLE_RADIAL, 1600, 1067, 1315.55, 800, 533.5, -0.0782937
cam_02187, , camera, SIMPLE_RADIAL, 1600, 1067, 1341.73, 800, 533.5, -0.117835
cam_02188, , camera, SIMPLE_RADIAL, 1600, 1067, 1347.36, 800, 533.5, -0.0961321
cam_02189, , camera, SIMPLE_RADIAL, 1600, 1067, 1314.41, 800, 533.5, -0.0962012
cam_03930, , camera, SIMPLE_RADIAL, 1067, 1600, 2192.5, 533.5, 800, -0.069634
cam_03400, , camera, SIMPLE_RADIAL, 1600, 1200, 1838.9, 800, 600, -0.167847
cam_00191, , camera, SIMPLE_RADIAL, 1063, 1600, 1263.26, 531.5, 800, -0.119955
cam_02191, , camera, SIMPLE_RADIAL, 1600, 1067, 1332.57, 800, 533.5, -0.0993623
cam_00723, , camera, SIMPLE_RADIAL, 1600, 1067, 1112.7, 800, 533.5, -0.0829331
cam_03932, , camera, SIMPLE_RADIAL, 1600, 1067, 2586.94, 800, 533.5, -0.000311083
cam_02192, , camera, SIMPLE_RADIAL, 1600, 1067, 1330.84, 800, 533.5, -0.0953893
cam_02193, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.45, 800, 533.5, -0.0952798
cam_02194, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.59, 800, 533.5, -0.103406
cam_05404, , camera, SIMPLE_RADIAL, 1600, 1200, 1198.66, 800, 600, 0.0206674
cam_02195, , camera, SIMPLE_RADIAL, 1600, 1067, 1333.3, 800, 533.5, -0.0984547
cam_00456, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.75, 800, 600, -0.0709583
cam_00986, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.36, 800, 600, -0.07794
cam_04195, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.95, 800, 533.5, -0.0835732
cam_02454, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.75, 800, 533.5, -0.0972326
cam_02436, , camera, SIMPLE_RADIAL, 1600, 1067, 1336.75, 800, 533.5, -0.0851805
cam_02444, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.71, 800, 533.5, -0.0996923
cam_02448, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.69, 800, 533.5, -0.105095
cam_02449, , camera, SIMPLE_RADIAL, 1600, 1067, 1318.57, 800, 533.5, -0.09826
cam_02452, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.26, 800, 533.5, -0.0979945
cam_03529, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.42, 800, 600, -0.0710046
cam_03534, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.08, 800, 600, -0.0742146
cam_04796, , camera, SIMPLE_RADIAL, 1024, 768, 984.437, 512, 384, 0.0435461
cam_01587, , camera, SIMPLE_RADIAL, 1600, 1067, 1330.29, 800, 533.5, -0.0280477
cam_05326, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.68, 800, 600, 0.0178341
cam_01151, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.73, 800, 600, -0.0735598
cam_04360, , camera, SIMPLE_RADIAL, 1067, 1600, 1102.58, 533.5, 800, -0.0782357
cam_03537, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.11, 800, 600, -0.0695708
cam_04643, , camera, SIMPLE_RADIAL, 1024, 768, 991.36, 512, 384, 0.0790432
cam_01434, , camera, SIMPLE_RADIAL, 1067, 1600, 1322.8, 533.5, 800, -0.0675778
cam_04798, , camera, SIMPLE_RADIAL, 768, 1024, 949.105, 384, 512, 0.0623459
cam_01589, , camera, SIMPLE_RADIAL, 1600, 1067, 1281.31, 800, 533.5, -0.126173
cam_05328, , camera, SIMPLE_RADIAL, 1600, 1200, 1200.85, 800, 600, 0.0187941
cam_01152, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.5, 800, 600, -0.0661268
cam_04361, , camera, SIMPLE_RADIAL, 1067, 1600, 1099.9, 533.5, 800, -0.0843004
cam_03538, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.77, 800, 600, -0.0684505
cam_01153, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.46, 800, 600, -0.0749224
cam_04362, , camera, SIMPLE_RADIAL, 1067, 1600, 1097.72, 533.5, 800, -0.0863746
cam_03541, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.75, 800, 600, -0.0722885
cam_03544, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.66, 800, 600, -0.0720209
cam_01196, , camera, SIMPLE_RADIAL, 1600, 1200, 1563.98, 800, 600, -0.0676391
cam_04405, , camera, SIMPLE_RADIAL, 1067, 1600, 1096.18, 533.5, 800, -0.0882186
cam_00666, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.56, 600, 800, -0.0782164
cam_03548, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.43, 800, 600, -0.072726
cam_03551, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.79, 800, 600, -0.0742221
cam_03555, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.99, 800, 600, -0.0731883
cam_04416, , camera, SIMPLE_RADIAL, 1067, 1600, 1089.89, 533.5, 800, -0.0822867
cam_00677, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.78, 800, 533.5, -0.0788088
cam_01171, , camera, SIMPLE_RADIAL, 1200, 1600, 1532.35, 600, 800, -0.0758747
cam_04380, , camera, SIMPLE_RADIAL, 1067, 1600, 1092.5, 533.5, 800, -0.0807347
cam_03557, , camera, SIMPLE_RADIAL, 1600, 1063, 1239.34, 800, 531.5, -0.087578
cam_03575, , camera, SIMPLE_RADIAL, 1600, 1200, 1568.83, 800, 600, -0.0711645
cam_02919, , camera, SIMPLE_RADIAL, 1600, 1200, 1880.94, 800, 600, -0.181466
cam_05332, , camera, SIMPLE_RADIAL, 1600, 1200, 1203.91, 800, 600, 0.0124285
cam_04802, , camera, SIMPLE_RADIAL, 1024, 768, 980.489, 512, 384, 0.0431289
cam_01593, , camera, SIMPLE_RADIAL, 1067, 1600, 1350.13, 533.5, 800, -0.107463
cam_03334, , camera, SIMPLE_RADIAL, 1600, 1063, 1254.73, 800, 531.5, -0.0886072
cam_01227, , camera, SIMPLE_RADIAL, 1200, 1600, 1539.23, 600, 800, -0.0724224
cam_04436, , camera, SIMPLE_RADIAL, 1063, 1600, 1240.3, 531.5, 800, -0.114929
cam_02438, , camera, SIMPLE_RADIAL, 1600, 1067, 1329.44, 800, 533.5, -0.103159
cam_03498, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.21, 800, 600, -0.0709809
cam_01150, , camera, SIMPLE_RADIAL, 1600, 1200, 1541.33, 800, 600, -0.0613729
cam_04359, , camera, SIMPLE_RADIAL, 1067, 1600, 1092.26, 533.5, 800, -0.0747488
cam_01149, , camera, SIMPLE_RADIAL, 1200, 1600, 1546.19, 600, 800, -0.0674877
